carpark_number,address,x_coordinate,y_coordinate,latitude,longitude,carpark_type,type_of_parking_system,short_term_parking,free_parking,night_parking,carpark_decks,gantry_height,carpark_basement
BBM6,BLK 291F BUKIT BATOK STREET 24,19289.8168,36112.2533,1.34285898544836,103.755052011908,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2,N
BBM7,BLK 154A BUKIT BATOK WEST AVE 8,18025.9428,36609.4062,1.34735466159275,103.743695188712,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
BBM8,BLK 622A BUKIT BATOK CENTRAL,18561.8095,36898.4253,1.34996861817855,103.748510187446,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
BBM9,BLK 395A BUKIT BATOK WEST AVE 5,18924.8161,38652.2819,1.36582996861607,103.751771495408,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
BE10,BLKS 168-180 BISHAN STREET 13,30223.1994,36651.8815,1.34774037016611,103.853295074646,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE11,BLK 181-186 BISHAN STREET 13,30194.9243,36877.2792,1.34977878878688,103.853041021699,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE12,BLK 187-197 BISHAN STREET 13,29963.6285,36903.1662,1.3500129176524,103.850962685137,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE13,BLK 135A BISHAN STREET 12,30026.4687,36336.1338,1.34488487425073,103.85152730587,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE14,BLK 167A BISHAN STREET 13,30460.9446,36576.481,1.34705845633391,103.855431356856,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE15,BLK 152A BISHAN STREET 11,30394.9029,36366.7901,1.34516209182426,103.854837914699,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
BE16,BISHAN PARK I,28193.9043,38482.8203,1.36429881039355,103.835060608092,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE17,BISHAN PARK II,29598.0859,38339.9922,1.36300708163088,103.847678131114,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE18,BLK 441-455 SIN MING/BRIGHT HILL DRIVE,27751.5586,37825.0781,1.35835042398502,103.831085835336,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE19,BLK 503/504 BISHAN STREET 11,29656.3321,36775.0947,1.34885470315583,103.848201426362,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE20,BLK 505 BISHAN STREET 11,29707.8648,36779.0905,1.34889083685779,103.848664480146,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N
BE21,BLK 506/509 BISHAN STREET 11,29749.6768,36749.5862,1.34862400805768,103.849040185424,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE22,BLK 511/513 BISHAN STREET 13,29818.0559,36839.3645,1.34943592697978,103.849654619778,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE23,BLK 514 BISHAN STREET 13,29830.0702,36912.2681,1.35009524045368,103.849762580231,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.8,N
BE24,BLK 201/206 BISHAN STREET 23,29576.3203,37491.2812,1.35533164316234,103.847482507768,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE25,BLK 207A BISHAN STREET 23,29668.2541,37471.6058,1.35515370085764,103.84830859159,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE26,BLK 207/212/216/217 BISHAN STREET 23,29684.6992,37553.5273,1.35589456878569,103.848456366081,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BE27,BLK 212A BISHAN STREET 23,29704.1126,37637.6725,1.35665554687969,103.848630812909,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE28,"BLK 213-215,218-227 BISHAN STREET 23",29639.4805,37778.0547,1.35792511707749,103.848050058866,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE29,BLK 228-231 BISHAN STREET 23,29400.2617,37725.7422,1.35745203368048,103.845900517809,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE3,BLK 401-408 SIN MING AVE,28121.0801,38268.7852,1.3623631536655,103.834406232055,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE3R,BLK 410A SIN MING AVE,28236.2993,38357.4652,1.36316514327433,103.835441555139,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,9,2.1,N
BE3T,SIN MING AVE,27806.1664,38131.1417,1.36111835452056,103.831576520516,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
BE30,BLK 231A BISHAN STREET 23,29460.8559,37726.9889,1.35746330548174,103.846444996597,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE31,BLK 232-237 BISHAN STREET 22,29421.8945,37882.1133,1.35886619714233,103.846094910158,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BE32,BLK 237A BISHAN STREET 22,29486.1335,37915.7452,1.35917034891613,103.846672141814,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE33,BLK 238-245 BISHAN STREET 22,29279.9809,38026.2842,1.36017003380077,103.844819728572,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE34,BLK 246A BISHAN STREET 22,29146.6066,38113.6749,1.36096036957088,103.843621274793,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.85,N
BE35,BLK 246-256 BISHAN STREET 22,29086.8281,38164.5,1.36142001589614,103.843084126733,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE36,BLK 278-281 BISHAN STREET 24,29248.3008,37730.4375,1.35749450305355,103.844535049399,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE37,BLK 282 BISHAN STREET 22,29235.553,37787.1371,1.35800727456019,103.844420504368,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.95,N
BE38,BLK 283/284 BISHAN STREET 22,29251.7617,37885.625,1.35889796334566,103.844566154342,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE39,BLK 263A BISHAN STREET 22,28962.9515,37918.5499,1.35919573514738,103.841971004292,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N
BE4,BLK 101-116 BISHAN STREET 12,29675.9231,36514.1566,1.34649487072643,103.848377449277,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE40,BLK 268A BISHAN STREET 24,29037.3835,37710.0917,1.35731051097537,103.842639818027,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
BE42,BLK 290A BISHAN STREET 24,29249.7223,37516.6532,1.35556111395596,103.84454781361,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BE44,BLK 448A BRIGHT HILL DRIVE,27812.0967,37767.5494,1.35783015536401,103.831629810547,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BE45,BLK 275 BISHAN ST 24,29152.4171,37599.2039,1.35630767699578,103.84367346625,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N
BE5,BLK 117-134 BISHAN STREET 12,29963.414,36478.9779,1.34617670966052,103.850960730131,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE6,BLK 135/138 BISHAN STREET 12,30066.0547,36320.9492,1.34474754743561,103.851883009234,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE7,BLK 139-144 BISHAN STREET 12,30192.8737,36349.311,1.34500403248205,103.853022557433,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE8,"BLK 145-150A, 151 BISHAN STREET 11",30447.9395,36286.4727,1.34443572557213,103.855314474505,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE9,BLK 153-167 BISHAN STREET 13,30544.5318,36588.7709,1.34716959484204,103.856182440608,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BH1,BLK 1 THOMSON ROAD,29017.3398,34136.332,1.32499069796576,103.84245959249,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BH2,BLK 2 BALESTIER ROAD,29050.8796,34252.9453,1.32604530624022,103.842760969666,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BJMP,BLK 259B BANGKIT ROAD,21344.6326,39972.0102,1.37776575686835,103.773514900087,MECHANISED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,15,2.15,N
BJ1,BLK 130-140 CASHEW ROAD,20878.08,39550.76,1.37395601345768,103.769322686874,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,21026.3461,40101.7077,1.37893861996443,103.770654833475,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,21162.6537,40303.4372,1.38076302044371,103.771879610268,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ12,BLK 246-255 BANGKIT ROAD,21452.9618,40246.9897,1.38025259614411,103.774488255786,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ13,BLK 270-277 BANGKIT ROAD,21485.25,39887.66,1.3770029558186,103.774778468476,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BJ14,BLK 257 BANGKIT ROAD,21346.1751,40106.9685,1.37898627112935,103.773528730125,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
BJ15,BLK 259A BANGKIT ROAD,21374.3071,39941.9395,1.37749381508402,103.773781553835,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,3,N
BJ16,BLK 259A BANGKIT ROAD,21356.3257,39943.2707,1.37750584990541,103.773619977578,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
BJ17,BLK 401A FAJAR ROAD,20836.1138,40357.2456,1.38124956589634,103.768945394842,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BJ18,BLK 401-408 FAJAR ROAD,20743.2768,40326.2581,1.38096930333169,103.768111193287,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
BJ19,BLK 409-419 FAJAR ROAD,20773.5976,40665.0357,1.38403309215774,103.768383564838,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ2,BLK 141-151 GANGSA/PETIR ROAD,20581.8743,39791.6392,1.37613436408742,103.766661006988,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ20,BLK 420-426 FAJAR ROAD,20929.1589,40888.8561,1.38605728051478,103.769781346042,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,21028.24,40876.34,1.38594411333251,103.770671667896,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ22,BLK 256/257/260 BANGKIT ROAD,21343.2842,40030.3147,1.37829304131231,103.773502770574,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
BJ23,BLK 258 BUKIT PANJANG RING ROAD,21281.85,39957.43,1.37763388450886,103.772950756022,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
BJ24,BLK 436-441 FAJAR ROAD,21005.5592,40580.2986,1.38326681715648,103.77046793423,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ25,BLK 453A FAJAR ROAD,21145.4428,40760.7142,1.38489846343828,103.771724850984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ26,BLK 449A BUKIT PANJANG RING ROAD,21253.8552,40640.1785,1.38380840764,103.772699045931,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ27,BLK 442A FAJAR ROAD,21059.217,40510.9727,1.38263987172215,103.770950106096,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ28,BLK 170A LOMPANG ROAD,20457.7599,40100.1252,1.37892416752633,103.765545670786,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ29,BLK 505A JELAPANG ROAD,20695.6095,40765.0345,1.3849374254681,103.76768275832,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,20884.1354,39921.5746,1.37730952747159,103.769377009672,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
BJ30,BLK 510A JELAPANG ROAD,20839.8705,40996.2639,1.38702861574426,103.768978995786,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ31,BLK 513A JELAPANG ROAD,20677.2932,41092.3435,1.38789748420008,103.767518090808,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,2,2.15,N
BJ32,BLK 518A JELAPANG ROAD,20602.6396,40944.0938,1.38655674908299,103.7668473085,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ33,BLK 234A BUKIT PANJANG RING ROAD,21177.2481,40121.6311,1.37911883549868,103.772010793849,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ34,BLK 517A JELAPANG ROAD,20562.8579,41081.058,1.38779539323525,103.766489804926,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ35,BLK 521A JELAPANG ROAD,20494.0826,40995.7262,1.38702366590805,103.765871828118,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ36,BLK 525A JELAPANG ROAD,20429.947,40911.5317,1.38626222496524,103.765295542637,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ37,BLK 529A JELAPANG ROAD,20359.2531,40813.4447,1.38537514347535,103.764660329855,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ38,BLK 533A BUKIT PANJANG RING ROAD,20221.922,40787.0081,1.38513602420354,103.763426313211,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ39,BLK 537A BUKIT PANJANG RING ROAD,20158.8662,40686.9514,1.38423113105722,103.762859736017,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ4,BLK 219/233 PETIR ROAD,21204.7046,39724.8735,1.37553071011893,103.772257601979,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ40,BLK 541A BUKIT PANJANG RING ROAD,20163.4889,40531.4817,1.38282512108638,103.762901315911,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
BJ41,BLK 152A GANGSA ROAD,20447.5641,39722.7569,1.37551138338571,103.765454150621,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ42,BLK 163A GANGSA ROAD,20317.5802,39878.586,1.37692061129121,103.764286111377,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ43,BLK 603A SENJA ROAD,20027.2654,40409.2626,1.38171977931589,103.761677279369,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ44,BLK 177A LOMPANG ROAD,20395.5322,40290.7701,1.38064827444959,103.764986460193,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.15,N
BJ45,BLK 180A LOMPANG ROAD,20397.9729,40073.9347,1.37868729473009,103.765008447626,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
BJ48,BLK 651A SENJA LINK,20352.8446,41013.5834,1.38718512316099,103.764602692451,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,20006.0358,40760.5616,1.38489679334061,103.761486420123,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
BJ5,BLK 225A PETIR ROAD MSCP,21295.8798,39665.1802,1.37499088651488,103.77307689032,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BJ50,BLK 468A SEGAR ROAD,21363.991,41123.9328,1.38818333103219,103.773688589351,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ51,BLK 181A JELEBU ROAD,20226.0907,40152.4974,1.37939774204159,103.763463939844,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ52,BLK 185A JELEBU ROAD,20134.1254,40120.981,1.37911269465712,103.762637572663,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ53,BLK 480A SEGAR ROAD,21168.4806,41302.9377,1.3898021409755,103.771931736589,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
BJ54,BLK 476A SEGAR ROAD,21342.9805,41219.4493,1.38904714273606,103.773499772162,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ55,BLK 625A SENJA ROAD,19927.0486,40913.764,1.38628227807519,103.76077661851,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
BJ56,BLK 629A SENJA ROAD,19723.7125,40870.4549,1.38589054938079,103.758949501779,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
BJ57,BLK 628 SENJA RD,19859.549,40799.6812,1.38525053617946,103.7601701151,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
BJ58,BLK 455A SEGAR ROAD,21095.0855,41051.008,1.38752376310204,103.771272284283,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
BJ59,BLK 488A SEGAR ROAD,21094.1509,41309.8258,1.3898644168774,103.771263825129,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ6,BLK 217A PETIR ROAD MSCP,21443.7871,39574.4888,1.37417073973449,103.774405963711,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BJ60,BLK 547 SEGAR ROAD,20897.8022,41135.8221,1.38829074347309,103.769499522445,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
BJ61,BLK 548 SEGAR ROAD,20712.1138,41213.883,1.38899665187782,103.767830950299,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
BJ62,BLK 454 FAJAR ROAD,21108.8428,40690.9971,1.38426795870817,103.771395988722,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
BJ63,BLK 443 FAJAR ROAD,20985.8418,40364.4597,1.38131484389146,103.770290810112,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ65,BLK 632 SENJA ROAD,19702.7354,40739.1965,1.3847034904898,103.758761043785,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,9,2.15,N
BJ66,BLK 634 SENJA ROAD,19584.9139,40909.9744,1.38624790951886,103.757702280082,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ67,BLK 636 SENJA ROAD,19616.1105,41031.7585,1.38734928930326,103.757982570328,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ68,BLK 422A FAJAR ROAD,20950.1385,40814.0823,1.38538105856116,103.769969881638,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ8,BLK 201/218 PETIR ROAD,21353.5943,39632.9105,1.37469906415948,103.77359550379,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BKE1,BLK 668 CHANDER ROAD,30034.1445,32237.498,1.30781826391601,103.851596005896,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
BKE2,BLK 681/682 RACE COURSE ROAD,30466.3496,32935.1367,1.31412743028256,103.855479630443,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,2.3,N
BKE3,BLK 682/683 RACE COURSE ROAD,30502.0605,32966.8867,1.31441456316882,103.855800513289,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,2.3,N
BKE4,BLK 684/685 RACE COURSE ROAD,30617.8164,32970.7734,1.31444970347408,103.856840638332,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
BKE7,BLK 678 PERUMAL ROAD,30448.766,32767.6002,1.31261229082359,103.855321619769,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N
BKE9,BLK 668 CHANDER ROAD,30019.3942,32184.232,1.3073365459805,103.851463463953,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
BKRM,BLK 6A BOON KENG ROAD,31121.6383,33283.2558,1.31727563660268,103.861367761857,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
BLM,BLK 10 BENDEMEER ROAD,31076.0824,33087.5529,1.31550577349666,103.860958399359,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
BL10,BLK 188/191 BOON LAY DRIVE,14434.5806,36212.2117,1.34376117399185,103.711424804796,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
BL13,BLK 198/206 BOON LAY DRIVE,14836.3467,36315.1094,1.34469192085479,103.715034864472,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BL15,BLK 257A BOON LAY DRIVE,14004.6897,36456.5691,1.34597085308877,103.707561869905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
